state-name,threetotwo
GOA,1.9258072813150326
PUNJAB,1.5042161745955236
CHANDIGARH,1.2482660763507933
BIHAR,0.1115822158623265
UTTARAKHAND,0.11963687645467899
UTTAR PRADESH,0.12744829503431718
