state-name,twotoone
ANDAMAN & NICOBAR ISLANDS,1.4998619636883304
GOA,1.1579756493066942
ARUNACHAL PRADESH,0.9389531963791379
RAJASTHAN,0.10587651944320295
UTTAR PRADESH,0.1146608476882269
CHHATTISGARH,0.13364276616890727
